041246.7+233114.8|1815 00638 1|7.9
041814.6+224824.7|1815 01355 1|7.6
041904.2+240140.6|1815 02009 1|8.0
042004.0+233555.6|1816 01021 1|7.3
041945.7+234418.0|1816 01231 1|7.6
042344.2+225753.3|1816 01393 1|7.2
042429.5+224429.5|1816 01662 1|8.0
042357.8+241813.9|1816 01890 1|7.9
042359.8+241803.6|1816 01891 1|6.4
042717.4+225946.8|1816 01892 1|5.5
042618.5+224848.9|1816 01893 1|4.3
035726.4+242743.0|1817 00176 1|6.3
035711.8+251658.2|1817 00797 1|7.6
040604.5+261242.4|1818 00071 1|7.6
040839.0+255240.0|1818 00148 1|7.4
042510.8+254457.0|1820 00087 1|7.9
042030.4+254938.8|1820 00706 1|7.8
042330.4+242419.5|1820 01157 1|7.2
042234.9+253745.5|1820 01416 1|5.4
035905.5+271150.8|1821 01179 1|7.5
040643.8+273119.8|1822 00274 1|7.9
040512.3+273635.0|1822 02012 1|7.9
040636.4+273559.6|1822 02314 1|5.2
041049.9+262851.4|1822 02315 1|5.4
041432.2+261521.1|1823 01102 1|7.3
042017.7+272051.1|1824 00230 1|7.5
042115.3+272100.9|1824 00979 1|7.5
042021.2+272102.7|1824 01167 1|5.1
040008.7+294239.0|1825 00831 1|7.8
040125.9+283006.8|1825 00856 1|7.1
040214.9+280735.0|1825 01162 1|7.5
040700.5+290004.7|1826 01575 1|5.2
041510.4+295407.4|1827 00523 1|7.3
042425.5+290111.4|1828 01376 1|7.9
042037.8+285331.3|1828 01614 1|8.0
043328.9+241645.5|1829 00048 1|7.8
043022.4+233519.9|1829 00127 1|7.2
043113.2+232045.8|1829 00173 1|7.3
043135.8+225042.2|1829 00625 1|7.5
043445.4+224132.3|1829 00914 1|6.8
044204.1+240038.7|1830 00577 1|7.2
043851.3+230859.9|1830 01020 1|7.6
044313.8+240520.1|1830 02127 1|6.2
043629.1+232027.1|1830 02128 1|6.1
044214.7+225725.0|1830 02129 1|4.2
044354.0+225639.9|1830 02130 1|6.9
044212.2+225632.5|1830 02131 1|7.0
044542.5+233740.8|1831 01974 1|6.3
050024.3+240945.8|1832 00425 1|7.9
045437.6+235616.2|1832 00809 1|7.9
045412.9+235955.7|1832 00849 1|7.6
045322.0+241038.5|1832 00923 1|7.7
045343.9+233315.1|1832 01104 1|7.6
050108.0+232620.5|1832 01855 1|7.8
045635.7+231744.5|1832 02427 1|7.6
045606.6+223435.6|1832 02455 1|7.3
045748.6+235654.8|1832 02497 1|5.9
045334.1+231856.4|1832 02498 1|6.7
043221.8+251107.8|1833 00562 1|7.5
043724.6+254338.5|1834 00227 1|7.7
043923.1+251305.8|1834 00719 1|6.2
044612.1+260207.8|1835 01066 1|7.7
045936.6+255609.1|1836 01183 1|7.4
045336.5+252158.7|1836 01239 1|7.2
045809.4+250301.5|1836 01792 1|5.8
045615.6+243532.0|1836 01793 1|6.4
042919.8+272415.2|1837 00510 1|6.5
042817.9+274650.5|1837 00745 1|7.8
043709.1+275532.7|1838 01404 1|7.5
043829.5+265621.2|1838 01923 1|7.2
045258.2+264638.8|1839 00325 1|7.6
045247.1+275350.9|1839 01658 1|6.0
050118.9+263203.5|1840 00696 1|7.6
045534.6+271208.7|1840 01229 1|7.5
045953.8+271932.2|1840 01235 1|7.0
043020.1+280754.8|1841 01370 1|6.6
043438.0+285740.1|1841 01388 1|5.9
044022.7+295820.0|1842 01264 1|6.8
044119.8+283654.0|1842 01584 1|5.7
044822.7+294622.8|1843 00083 1|7.4
045052.0+281850.6|1843 00278 1|7.6
044916.0+293416.9|1843 00281 1|7.3
044819.1+291408.6|1843 00857 1|7.0
044915.7+282103.0|1843 01108 1|7.3
044550.1+283938.5|1843 01193 1|7.1
045846.3+295037.0|1844 00503 1|7.8
050433.8+233858.3|1845 00680 1|8.0
050448.0+235515.3|1845 01228 1|7.8
050640.9+223038.7|1845 01251 1|7.2
050420.9+233137.6|1845 02377 1|7.8
050806.6+241554.6|1845 03942 1|5.5
050512.0+234756.2|1845 03943 1|7.3
050537.7+230339.8|1845 03944 1|6.7
051731.8+240034.8|1846 01209 1|7.0
051111.4+230350.6|1846 02296 1|7.9
052825.7+224433.2|1848 01967 1|7.3
050352.0+245822.1|1849 01124 1|7.5
051303.4+242349.0|1850 02135 1|8.0
053257.6+255338.7|1852 00471 1|7.8
052916.5+250900.8|1852 01198 1|5.8
053330.8+243743.7|1852 01694 1|7.0
050705.1+265945.3|1853 00167 1|7.8
050450.1+264314.8|1853 01069 1|7.5
050755.8+261940.7|1853 01187 1|7.7
050438.0+274145.7|1853 01550 1|6.6
050144.3+264016.1|1853 01956 1|6.8
050553.4+262547.8|1853 01957 1|6.6
050945.1+280149.7|1853 01958 1|6.0
051003.9+273323.4|1854 00154 1|7.0
051221.5+262716.6|1854 00691 1|6.9
052059.3+275726.1|1855 00230 1|6.3
053412.6+265254.3|1856 00256 1|7.8
053227.6+265853.7|1856 00730 1|7.1
053122.8+274608.6|1856 00805 1|7.5
050943.7+294755.1|1857 01570 1|6.7
050835.3+281624.4|1857 01731 1|7.0
051118.1+294347.8|1858 00220 1|7.1
051715.5+285418.0|1858 00373 1|6.9
051138.3+295412.9|1858 00478 1|6.6
051815.4+284648.1|1859 01034 1|7.3
052322.9+285612.3|1859 01289 1|6.4
052301.4+282807.9|1859 01334 1|7.6
052112.7+293411.6|1859 01469 1|5.7
053214.2+291143.4|1860 00334 1|8.0
052710.2+295515.8|1860 00335 1|7.6
052940.7+291111.2|1860 00628 1|6.2
053006.1+293255.5|1860 01053 1|7.5
054105.5+242100.9|1861 00086 1|7.7
053503.6+241726.8|1861 00114 1|6.9
054157.2+241906.7|1861 00115 1|7.7
053951.5+241331.7|1861 00175 1|7.2
054154.8+231934.4|1861 01281 1|6.5
053914.8+231924.1|1861 01295 1|7.8
054204.0+223937.2|1861 01547 1|6.5
054146.8+225213.3|1861 01761 1|8.0
054159.5+223307.0|1861 02090 1|7.8
053527.1+240222.5|1861 02149 1|5.4
054715.0+223144.4|1862 00012 1|7.8
054729.4+225520.9|1862 00500 1|7.7
054319.5+231215.7|1862 00835 1|6.2
054558.6+234450.7|1862 01076 1|8.0
054325.9+240508.7|1862 01728 1|7.9
054920.4+241321.5|1862 02075 1|7.7
054556.6+241329.7|1862 02085 1|7.9
055150.7+232258.1|1863 01341 1|7.2
055824.5+230921.2|1863 01574 1|7.7
055140.1+225452.7|1863 01976 1|7.9
055454.0+223111.8|1863 02426 1|7.3
055656.1+241458.9|1863 02515 1|6.1
060107.7+231817.5|1864 00414 1|7.5
060129.2+234214.2|1864 00564 1|7.4
060028.3+225358.9|1864 01702 1|7.1
060746.8+224227.6|1864 01990 1|7.5
060648.7+233819.0|1864 02010 1|6.8
054018.2+243215.3|1865 00239 1|7.2
053739.9+261302.8|1865 01853 1|8.0
053630.2+255624.6|1865 02075 1|6.6
053517.2+254944.2|1865 02395 1|7.9
053944.2+255349.5|1865 02865 1|5.1
054734.7+253407.0|1866 00381 1|6.6
054906.9+253902.1|1866 00388 1|7.4
055047.8+260315.4|1866 00508 1|7.6
054756.1+244112.6|1866 01185 1|6.9
054757.8+243941.5|1866 01271 1|7.7
054533.0+250700.2|1866 01574 1|7.6
054437.8+245458.5|1866 01674 1|8.0
054339.1+252622.3|1866 02044 1|6.8
054555.4+255449.3|1866 02597 1|7.3
054901.0+243403.0|1866 02598 1|5.0
055612.9+251947.6|1867 00161 1|7.8
055836.7+244752.1|1867 00896 1|7.5
055330.3+250424.3|1867 01163 1|7.6
055736.9+243646.6|1867 01568 1|7.2
055800.3+243701.7|1867 01700 1|7.9
055852.9+254637.2|1867 02077 1|6.7
055759.7+255714.1|1867 03204 1|4.8
060412.1+252638.2|1868 02983 1|7.0
053458.5+265820.0|1869 00617 1|7.6
054136.8+263656.0|1869 00791 1|8.0
053857.4+263705.1|1869 00803 1|6.6
053555.5+273944.4|1869 01850 1|6.4
053708.9+265527.6|1869 01851 1|6.5
053708.9+265527.6|1869 01851 2|6.6
054455.6+262032.6|1870 00903 1|7.4
054421.2+274353.3|1870 01366 1|7.5
054849.0+272149.6|1870 01657 1|7.7
054349.0+271745.8|1870 01663 1|8.0
055048.2+274109.2|1870 01719 1|7.7
055039.7+273018.0|1870 01735 1|7.2
055058.1+275804.3|1870 01883 1|5.7
054938.1+273303.2|1870 01884 1|7.2
055719.3+265112.6|1871 00862 1|7.9
055503.7+272032.0|1871 02032 1|8.0
055905.6+273342.6|1871 02569 1|7.3
055540.3+274256.3|1871 02617 1|7.1
055319.6+273644.1|1871 02618 1|4.5
055705.6+271860.0|1871 02619 1|7.4
060702.7+264015.7|1872 00242 1|7.6
060624.1+263131.9|1872 00353 1|7.8
060720.0+264055.8|1872 01114 1|7.1
060006.0+271619.9|1872 01750 1|6.7
060401.0+273413.5|1872 02479 1|7.6
060100.5+273420.5|1872 02488 1|6.1
060333.9+263144.9|1872 02489 1|7.0
054229.1+295101.6|1873 00488 1|7.4
054035.8+285836.9|1873 00676 1|7.2
054121.5+292940.0|1873 00933 1|7.1
054121.0+292914.7|1873 00934 1|6.4
053918.3+291254.8|1873 00935 1|6.0
054531.8+291754.7|1874 00150 1|7.5
054917.3+294336.7|1874 00374 1|7.9
054724.9+293926.9|1874 00654 1|7.8
054709.9+292550.5|1874 00890 1|7.9
054322.8+291200.8|1874 01706 1|6.7
055855.9+295901.6|1875 00103 1|7.1
055522.3+295750.3|1875 00207 1|7.1
055529.1+291026.2|1875 01225 1|7.7
055633.8+285632.2|1875 02584 1|6.4
060037.0+290018.7|1876 00439 1|7.5
060259.4+284037.3|1876 01155 1|7.5
060617.0+290548.9|1876 01436 1|7.6
060606.6+285605.2|1876 01748 1|7.5
060004.9+280732.7|1876 01769 1|6.9
060622.4+293044.7|1876 01774 1|6.2
061029.9+225952.4|1877 00113 1|6.9
061408.9+235911.2|1877 00640 1|7.5
061409.2+235716.7|1877 01342 1|7.9
060949.5+241254.6|1877 01484 1|7.6
061156.3+231225.4|1877 01504 1|7.4
061619.0+235812.1|1877 01717 1|6.2
060944.0+230648.5|1877 01718 1|5.8
061219.1+225430.6|1877 01719 1|6.6
062149.2+234538.3|1878 00363 1|7.4
061919.3+232809.9|1878 00387 1|6.9
062500.9+241807.5|1878 00584 1|7.8
061922.5+231628.2|1878 00861 1|7.0
061859.7+230004.1|1878 00899 1|7.9
062007.5+232417.5|1878 01022 1|7.6
061658.7+234427.3|1878 01430 1|6.3
061854.4+233611.8|1878 01431 1|6.7
062518.7+234234.1|1879 00247 1|7.2
062532.9+231937.8|1879 00374 1|6.0
062700.1+234401.9|1879 00466 1|8.0
062758.8+234006.3|1879 00524 1|7.7
062532.6+232631.7|1879 01452 1|6.8
063021.9+223241.7|1879 02030 1|7.0
063642.4+230553.0|1880 00584 1|7.0
063738.8+224259.0|1880 00750 1|7.5
063752.5+233616.0|1880 01013 1|6.8
064005.4+234025.5|1880 01339 1|7.5
060847.8+253844.1|1881 00187 1|7.8
061134.7+250035.1|1881 01522 1|7.9
061053.1+260053.3|1881 01526 1|7.7
061524.8+252001.3|1881 01544 1|7.6
061132.3+242512.9|1881 01593 1|6.0
060915.9+242540.4|1881 01595 1|7.5
061843.8+252054.0|1882 00767 1|7.8
062036.4+251120.4|1882 00855 1|7.1
062035.3+253629.3|1882 00868 1|7.7
062005.0+243400.3|1882 01509 1|7.7
062443.7+250255.4|1882 01665 1|6.5
061951.8+250049.1|1882 01686 1|7.6
063501.4+245515.2|1884 01235 1|7.9
063727.3+243527.1|1884 01312 1|6.5
063931.5+243600.6|1884 01337 1|6.5
063818.9+242701.5|1884 01450 1|6.8
064060.0+251925.3|1884 01633 1|7.8
060926.6+271138.0|1885 01160 1|8.0
062330.2+270704.9|1886 00839 1|7.4
061759.9+280024.4|1886 01126 1|7.7
061820.8+271236.5|1886 01693 1|6.8
062247.9+275912.0|1886 01698 1|7.8
063051.2+263837.4|1887 00442 1|8.0
062856.4+265802.8|1887 00466 1|6.6
063304.9+280454.6|1887 00862 1|8.0
062832.2+273804.2|1887 00998 1|7.8
063302.1+274930.9|1887 01176 1|7.6
063341.4+275848.6|1888 01084 1|7.6
063853.6+274815.5|1888 01358 1|7.3
063626.3+271642.2|1888 01386 1|7.0
064142.7+270453.6|1888 01651 1|7.6
063358.0+270241.1|1888 01674 1|8.0
063512.1+280120.3|1888 01793 1|5.3
061622.2+285107.1|1889 00330 1|7.5
061114.9+285427.4|1889 00353 1|7.8
060943.4+291418.4|1889 00702 1|7.9
061205.5+292931.7|1889 00786 1|7.5
061522.7+292953.1|1889 00861 1|4.4
062452.8+294225.4|1890 00061 1|6.7
061745.7+291310.9|1890 00155 1|7.7
062104.1+292218.3|1890 00251 1|7.1
061837.8+294653.1|1890 00270 1|6.9
062228.1+285443.3|1890 00359 1|7.9
062111.9+293226.9|1890 00579 1|6.4
062203.8+295750.9|1890 00964 1|7.0
061959.0+282536.3|1890 01024 1|7.5
062300.3+283717.4|1890 01043 1|7.6
062730.5+293831.9|1891 00068 1|7.9
063022.0+281243.6|1891 00153 1|6.9
062939.5+284650.4|1891 01104 1|7.5
062923.9+292848.8|1891 01121 1|8.0
062802.8+291430.6|1891 01276 1|7.7
064118.5+294249.0|1892 00013 1|7.2
063823.0+285903.7|1892 00236 1|5.7
063933.1+281547.4|1892 00778 1|6.2
063933.1+281547.4|1892 00778 2|7.8
063540.3+281551.4|1892 00900 1|7.8
064120.9+281147.9|1892 01135 1|6.5
064456.3+225014.6|1893 00003 1|6.8
064650.8+234049.4|1893 00192 1|7.9
064503.8+224722.7|1893 00695 1|7.9
064610.4+232216.4|1893 01064 1|6.6
064908.6+231207.0|1893 01158 1|6.8
064817.7+231326.7|1893 01496 1|7.6
064254.0+231249.8|1893 01614 1|7.9
064523.3+233846.4|1893 01779 1|7.3
065504.4+223337.1|1894 00408 1|7.7
065746.3+225333.2|1894 01456 1|7.7
065442.8+241444.0|1894 01961 1|6.9
065121.9+232149.6|1894 02227 1|8.0
065537.2+240028.9|1894 02875 1|7.7
065160.0+233606.2|1894 03125 1|5.8
070518.4+223814.8|1895 01643 1|6.0
070040.4+232624.7|1895 02014 1|7.2
070224.8+241255.6|1895 02276 1|5.3
071226.4+240742.9|1896 00011 1|5.9
070716.9+241006.4|1896 00597 1|6.9
064943.2+252903.7|1897 00093 1|7.0
064212.0+252806.7|1897 00517 1|7.5
064523.5+244020.9|1897 01398 1|7.1
064355.9+250752.0|1897 01639 1|3.1
065659.8+243834.1|1898 00120 1|6.9
065158.2+253946.8|1898 00331 1|6.8
065100.4+254537.3|1898 00787 1|7.0
065306.2+251841.3|1898 01333 1|7.4
065618.7+250032.1|1898 01794 1|7.6
065701.2+245727.9|1898 01818 1|7.9
065254.3+254551.7|1898 02201 1|7.9
065518.7+252232.5|1898 02479 1|5.8
065927.9+255451.0|1899 00450 1|6.4
070332.4+250537.4|1899 01373 1|8.0
070611.6+245136.5|1899 01457 1|7.1
065847.4+260451.9|1899 01584 1|6.3
070220.5+252152.0|1899 01842 1|7.4
070207.2+252532.2|1899 01873 1|7.0
071426.5+244240.1|1900 00108 1|6.9
070935.4+254343.1|1900 01598 1|7.2
070944.2+254405.5|1900 01721 1|7.8
071249.4+254455.3|1900 01937 1|7.0
071442.0+245305.9|1900 02026 1|6.0
064910.2+271125.4|1901 01374 1|6.7
064535.1+274023.7|1901 01581 1|6.8
065429.2+263150.7|1902 00283 1|7.7
065153.4+262400.8|1902 00338 1|8.0
065556.2+271709.1|1902 01729 1|7.2
065548.1+271458.3|1902 01751 1|7.8
070014.8+265242.2|1903 00670 1|7.6
070058.1+270926.5|1903 01429 1|7.2
070939.8+263122.1|1904 00138 1|7.7
071130.0+262421.2|1904 00234 1|6.8
071231.2+263352.1|1904 00391 1|7.5
071123.1+265123.7|1904 01157 1|5.8
071249.1+271329.8|1904 01418 1|7.2
071249.1+271329.8|1904 01418 2|7.3
064232.8+292230.9|1905 00036 1|7.5
064445.5+285815.4|1905 01168 1|5.6
065241.4+292636.9|1906 00258 1|7.7
065447.0+294938.3|1906 01108 1|7.9
070007.0+294619.7|1907 00051 1|7.3
070330.5+292013.5|1907 00321 1|6.0
070108.6+294409.3|1907 00486 1|7.8
070112.6+291301.0|1907 01040 1|7.7
070610.8+281131.1|1907 01046 1|7.7
070724.9+281036.1|1908 00126 1|6.5
071350.2+282938.6|1908 00400 1|7.0
072212.3+223845.7|1909 01195 1|7.9
072328.1+225643.3|1909 02506 1|6.2
073139.2+235959.5|1910 00345 1|7.7
073202.1+235742.7|1910 00447 1|7.9
072918.2+224719.1|1910 01094 1|8.0
073912.0+241321.1|1911 00049 1|6.2
073459.3+241555.7|1911 00597 1|7.9
073814.4+242137.6|1911 00681 1|6.4
073250.6+225315.4|1911 00896 1|6.6
073511.3+230245.2|1911 01230 1|7.3
074058.5+230106.7|1912 00048 1|6.1
074358.0+241438.5|1912 00187 1|7.1
074205.1+225543.7|1912 00811 1|7.6
074144.7+233051.9|1912 00874 1|7.7
074610.3+233255.2|1912 01005 1|7.6
074501.9+230110.6|1912 01343 1|7.7
074432.1+232042.7|1912 01573 1|7.6
074709.0+233949.3|1912 01984 1|7.6
074833.6+230827.5|1912 02347 1|6.3
071648.5+243210.7|1913 00601 1|7.3
072132.8+260933.2|1913 00930 1|7.7
072328.5+250301.9|1913 02400 1|5.1
072840.6+243855.0|1914 00275 1|7.7
072800.9+261339.1|1914 00391 1|7.4
073450.4+245716.1|1915 01759 1|7.5
074103.1+245754.5|1916 00204 1|7.3
074532.1+255919.2|1916 01586 1|7.6
074406.9+254703.0|1916 02155 1|5.5
074426.9+242352.8|1916 02156 1|3.7
071715.6+262149.3|1917 00063 1|7.4
071754.5+261959.3|1917 00174 1|7.7
071930.8+264922.5|1917 00859 1|7.1
072022.8+280719.9|1917 00936 1|7.2
071759.4+270830.6|1917 02275 1|7.8
071557.2+275350.7|1917 02487 1|5.9
071703.4+264122.2|1917 02488 1|6.5
072716.8+271755.5|1918 01021 1|8.0
073039.6+275431.4|1918 01282 1|7.2
072839.9+273310.6|1918 01319 1|6.5
072356.5+274740.3|1918 01378 1|7.8
072748.9+271732.9|1918 02322 1|7.4
072920.4+280705.8|1918 02337 1|5.1
072948.8+275458.1|1918 02338 1|5.1
072543.6+274753.1|1918 02339 1|3.9
072433.5+273816.3|1918 02340 1|5.8
073212.9+270730.6|1919 01610 1|7.3
073555.4+265344.7|1919 02109 1|4.2
074553.0+264332.0|1920 00799 1|7.9
072049.6+294403.1|1921 00251 1|7.2
072233.9+294927.7|1921 00333 1|7.8
071902.5+291101.2|1921 01713 1|7.5
071601.9+291518.4|1921 02572 1|7.4
072812.2+292530.0|1922 00517 1|7.7
073022.3+291129.5|1922 01688 1|7.7
073431.6+284111.7|1923 00390 1|6.8
073524.0+283739.6|1923 01141 1|7.0
073455.5+281551.5|1923 01502 1|7.9
073428.3+282438.6|1923 01534 1|7.7
073440.5+283007.6|1923 01832 1|7.6
074758.5+284002.7|1924 00489 1|7.8
074240.3+285001.9|1924 01745 1|7.9
074828.8+284551.3|1924 01971 1|7.0
074318.7+285300.6|1924 02022 1|4.4
074936.1+241609.2|1925 00292 1|8.0
075039.8+240939.7|1925 00388 1|7.1
075006.8+224354.0|1925 00423 1|8.0
075619.7+223418.1|1925 00481 1|7.7
075606.5+233725.7|1925 00522 1|6.8
075602.7+234133.8|1925 01291 1|7.4
080130.3+235445.8|1926 00234 1|7.4
075942.6+231058.5|1926 00738 1|7.0
080100.8+233459.2|1926 00770 1|6.5
080656.2+224631.3|1927 00711 1|7.9
081341.7+230815.8|1927 01626 1|6.6
080618.4+223807.8|1927 01970 1|6.2
081909.2+241029.0|1928 00155 1|7.3
082000.7+234833.6|1928 01029 1|7.9
082032.1+240120.3|1928 01817 1|5.9
075647.9+260618.9|1929 00748 1|7.7
075147.9+244914.6|1929 01209 1|7.9
075601.5+243956.6|1929 01415 1|7.8
074918.9+242919.4|1929 01564 1|7.2
080143.8+250522.1|1930 00674 1|6.3
080026.2+250202.3|1930 01485 1|8.0
080055.9+252334.2|1930 01821 1|6.0
080924.9+244934.1|1931 00508 1|7.4
080942.4+253332.6|1931 00841 1|7.6
081013.1+255040.1|1931 01927 1|6.6
081027.2+253026.4|1931 01928 1|5.8
082041.0+252010.5|1932 00330 1|7.4
081736.3+245013.6|1932 01286 1|7.6
075321.1+280307.2|1933 00230 1|6.9
074955.1+272147.4|1933 00747 1|7.0
075345.2+263351.1|1933 01637 1|7.7
074947.7+261549.8|1933 01999 1|6.9
075329.8+264556.8|1933 02000 1|5.0
075741.7+272917.7|1934 00728 1|8.0
080211.1+263816.4|1934 00983 1|7.8
080318.5+261603.5|1934 01302 1|7.7
080318.5+261603.5|1934 01302 2|7.9
080331.1+274739.5|1934 01889 1|5.1
080537.1+273146.9|1935 00132 3|6.7
080849.6+272849.4|1935 00237 1|7.1
080744.0+270047.8|1935 00328 1|7.8
081353.5+274642.9|1935 01098 1|7.8
081806.6+262528.6|1936 00135 1|7.2
081854.7+262007.4|1936 00174 1|7.2
081732.4+272408.3|1936 00791 1|7.7
081722.9+270257.4|1936 00829 1|7.6
082000.7+265203.3|1936 01076 1|7.9
082003.9+271303.7|1936 01174 1|5.2
074900.8+283426.3|1937 00979 1|7.9
075508.3+282303.1|1937 01392 1|7.4
075615.5+295107.5|1937 01411 1|7.0
075018.1+284352.6|1937 01501 1|7.8
075126.6+291004.8|1937 01537 1|7.1
074957.0+281155.5|1937 01754 1|6.8
080032.1+291244.5|1938 00445 1|7.1
080935.2+290535.1|1939 00014 1|6.6
080957.9+290730.0|1939 00864 1|7.7
081308.9+293923.5|1939 01462 1|5.6
082940.1+242040.9|1941 00402 1|7.1
082455.2+235643.6|1941 01018 1|7.5
082639.8+243203.0|1941 01568 1|6.9
082640.1+243206.7|1941 01568 2|7.5
083300.1+240505.3|1941 02000 1|6.5
082836.8+240841.7|1941 02826 1|6.1
083130.5+240452.0|1941 02827 1|5.7
083602.5+240304.1|1942 00375 1|7.0
083845.5+234109.2|1942 01827 1|6.9
082949.5+261134.3|1944 00407 1|6.8
083115.9+254425.5|1944 01096 1|7.6
083642.7+255614.2|1945 01050 1|7.5
083808.5+260256.3|1945 01619 1|7.6
083746.6+261415.3|1945 01666 1|8.0
085421.3+265525.5|1946 00245 1|7.2
085046.1+264936.6|1946 00440 1|7.5
085527.4+262435.4|1946 01583 1|7.4
085456.0+261153.9|1946 01937 1|6.8
085200.5+254307.1|1946 02159 1|7.6
083217.3+291909.5|1947 00489 1|7.5
082606.2+283742.9|1947 01287 1|7.7
082627.7+275336.9|1947 01495 1|5.7
083722.1+281739.8|1948 01967 1|6.7
085300.1+295741.5|1949 00486 1|7.5
084945.3+292656.0|1949 01145 1|7.5
085209.7+295113.4|1949 01227 1|7.2
085217.3+285123.5|1949 01298 1|7.8
084531.2+282643.1|1949 01412 1|7.4
084707.3+280942.5|1949 02000 1|6.7
084640.0+284554.2|1949 02010 1|6.0
084641.8+284535.6|1949 02011 1|4.1
085235.8+281951.0|1949 02012 1|6.0
085228.6+281533.0|1949 02013 1|6.5
085539.7+275538.9|1949 02014 1|5.3
084614.3+273541.3|1949 02015 1|7.4
085613.5+242651.9|1950 00114 1|6.8
085845.4+235800.2|1950 00218 1|7.6
090451.5+243618.5|1950 01467 1|7.9
090460.0+224956.6|1950 01914 1|7.5
090244.3+242710.5|1950 02323 1|5.4
091333.1+241735.7|1951 00670 1|7.7
090726.9+225851.1|1951 01481 1|6.9
091611.2+232409.8|1951 01566 1|7.7
091745.6+230443.7|1951 01748 1|7.1
090958.1+224038.8|1951 01849 1|8.0
091719.2+233909.8|1951 01947 1|7.9
090726.7+225843.9|1951 01949 1|7.1
092418.7+233445.1|1952 01533 1|7.4
091949.5+242459.4|1952 01819 1|8.0
085957.9+262604.2|1953 00273 1|6.9
090504.7+260953.1|1953 00536 1|7.8
090232.8+255119.5|1953 01293 1|7.4
085849.9+252417.9|1953 01593 1|7.5
091735.9+272519.9|1954 00529 1|6.8
090753.2+253734.7|1954 01057 1|7.1
091427.9+250041.4|1954 01551 1|7.0
090847.3+263744.8|1954 01881 1|6.0
092110.6+250947.6|1955 01312 1|7.3
092331.8+251058.2|1955 01547 1|6.5
092408.0+255506.0|1955 01576 1|6.9
091915.4+261506.6|1955 01620 1|6.8
092439.3+261056.4|1955 01904 1|4.6
090020.7+284007.3|1956 00439 1|7.8
085947.8+290049.1|1956 00795 1|7.8
090148.8+275409.3|1956 01536 1|6.1
090422.5+291604.8|1956 01609 1|7.8
090409.9+275353.9|1956 01858 1|6.7
091753.5+283337.8|1957 00446 1|7.3
090800.1+293915.2|1957 01674 1|5.5
091957.9+281732.9|1958 00827 1|8.0
092143.2+283000.8|1958 01189 1|7.8
093749.9+244013.0|1959 00401 1|6.7
093657.1+230151.8|1959 00834 1|7.1
093604.5+231128.8|1959 00981 1|7.6
093813.3+233248.9|1959 01269 1|7.9
093359.1+232714.1|1959 01581 1|6.4
093143.2+225804.7|1959 01582 1|4.5
094852.6+223633.7|1960 00327 1|7.8
094514.7+232828.4|1960 00613 1|6.7
095010.3+243343.4|1960 00630 1|6.9
094842.6+243249.3|1960 00762 1|7.8
094722.2+233851.7|1960 00923 1|6.6
094551.1+234627.3|1960 01550 1|3.0
100153.0+235852.5|1961 00911 1|7.6
095505.9+243813.9|1961 01337 1|7.1
100001.7+243309.9|1961 01385 1|8.0
095153.0+242343.3|1961 01429 1|5.3
093359.8+272111.6|1962 00083 1|7.7
093243.8+265918.7|1962 00469 1|7.1
093117.4+272314.1|1962 00498 1|6.6
093912.8+252202.6|1962 00928 1|7.3
093508.8+261133.3|1962 01402 1|7.7
094554.3+270245.6|1963 00468 1|7.8
094221.2+253524.6|1963 01134 1|7.4
094138.5+255446.4|1963 01558 1|6.4
095214.6+250629.5|1964 00148 1|7.9
095551.8+265104.1|1964 00804 1|7.9
095337.0+254002.5|1964 01184 1|7.2
095605.7+255957.7|1964 01432 1|7.8
095245.8+260025.0|1964 01473 1|4.0
093318.3+282204.6|1965 00655 1|6.5
093649.0+274530.6|1965 00828 1|7.1
093827.6+280021.7|1965 01224 1|7.9
094333.3+295828.1|1966 00051 1|5.6
094820.2+283120.5|1966 00140 1|7.7
094452.9+284230.6|1966 00497 1|7.7
094741.1+293530.2|1966 00616 1|8.0
094510.5+274429.2|1966 01119 1|7.6
095228.7+274626.6|1967 00006 1|7.9
095915.9+273122.9|1967 00448 1|7.8
095714.7+283340.6|1967 00538 1|7.5
095359.2+274143.6|1967 00638 1|7.6
095826.0+274532.4|1967 00656 1|6.5
095655.4+280546.7|1967 00872 1|7.8
100118.3+284703.9|1967 01059 1|7.1
095936.2+293842.8|1967 01429 1|5.9
100827.9+241831.6|1968 00256 1|7.8
101036.7+235253.5|1968 00550 1|7.9
100844.4+232849.9|1968 00631 1|7.8
101913.1+242149.9|1969 00399 1|7.8
102238.5+243546.8|1969 00669 1|7.9
101725.0+231359.8|1969 00729 1|7.9
101900.7+244243.7|1969 01259 1|6.6
101632.3+233011.1|1969 01260 1|6.0
101714.5+230622.4|1969 01262 1|5.9
103157.7+244323.1|1970 00058 1|7.9
102615.5+244255.2|1970 00071 1|7.3
103217.3+242632.2|1970 00135 1|7.2
102656.5+245651.0|1970 00196 1|7.7
103145.6+240455.9|1970 00476 1|8.0
102936.0+235814.7|1970 00543 1|8.0
103347.3+232102.4|1970 00783 1|7.5
101342.2+260902.1|1971 00555 1|7.6
101349.7+270809.0|1971 01291 1|6.1
102349.5+253405.4|1972 00530 1|6.9
101810.5+272455.7|1972 01090 1|6.5
101656.7+255138.6|1972 01167 1|7.6
101641.8+252214.5|1972 01402 1|6.0
103443.7+260932.1|1973 00730 1|7.9
103316.9+250729.3|1973 01167 1|7.8
